long,lat,name,cbg,cb,down_stream,up_stream
-121.75395471972288,38.54880431857909,['P12-080-1'],061130107041,061130107041014,"[(-121.75395574216203, 38.54902399049816)]",[]
-121.75396482052157,38.548216835585535,['P12-087-1'],061130107041,061130107041014,"[(-121.75396642360565, 38.54803835646651)]",[]
-121.75344702602831,38.546871950210594,['P12-119-1'],061130107041,061130107041014,"[(-121.7534454890696, 38.54715136211601)]",[]
-121.75412205010248,38.552264322304296,['P12-026-1'],061130107041,061130107041012,"[(-121.75466055415215, 38.5522640510141)]",[]
-121.75410933560559,38.55043103778893,['P12-058-1'],061130107041,061130107041014,"[(-121.7541147492427, 38.550074096602174)]",[]
-121.75790090658569,38.551943201965955,['P12-031-1'],061130107041,061130107041018,"[(-121.7580264632169, 38.55184847269378)]",[]
-121.75686078695435,38.55187308220751,['P12-034-1'],061130107041,061130107041019,"[(-121.75698151492016, 38.55177501862953)]",[]
-121.75711902149183,38.551888692613744,['P12-032-1'],061130107041,061130107041019,"[(-121.75698151492016, 38.55177501862953)]",[]
-121.75644693936103,38.55414527695696,['O12-063-1'],061130107041,061130107041011,"[(-121.75635293081102, 38.55394247379565)]",[]
-121.75520602344558,38.55226847234822,['P12-024-1'],061130107041,061130107041012,"[(-121.75466055415215, 38.5522640510141)]",[]
-121.75317027396166,38.5530566196098,['P12-010-1'],061130107041,061130107041012,"[(-121.75269451447203, 38.55305238984995)]",[]
-121.75791763200394,38.55113804128179,['P12-040-1'],061130107041,061130107041018,"[(-121.75803815805271, 38.55123435473313)]",[]
-121.75825422785091,38.54856682521004,['P12-088-1'],061130107041,061130107041021,"[(-121.75800245832232, 38.54836192671111)]",[]
-121.75764382276935,38.548554266909825,['P12-090-1'],061130107041,061130107041021,"[(-121.75800245832232, 38.54836192671111)]",[]
-121.75391627279869,38.549877626638064,['P12-065-1'],061130107041,061130107041014,"[(-121.7539417583495, 38.5500687945214)]",[]
-121.75686600490984,38.5511744221441,['P12-121-1'],061130107041,061130107041019,"[(-121.7569892302871, 38.551281680677576)]",[]
-121.75688005159644,38.54980407713,['P12-062-1'],061130107041,061130107041016,"[(-121.75700442555141, 38.54991734610867)]",[]
-121.75825104414665,38.54926824097212,['P12-071-1'],061130107041,061130107041017,"[(-121.7579966337903, 38.54943099176996)]",[]
-121.75712303462261,38.55887359178657,['O12-007-1'],061130107041,061130107041002,"[(-121.75653067071941, 38.55899168427056)]",[]
-121.75557699629545,38.556679612349896,['O12-023-1'],061130107041,061130107041003,"[(-121.75557499223267, 38.55706407474184)]",[]
-121.76143175620756,38.55737594786167,['O11-044-1'],061130107032,061130107032004,"[(-121.76143986897553, 38.5569628774562)]",[]
-121.76096199062393,38.557661586573396,['O11-035-1'],061130107032,061130107032002,"[(-121.76048283175399, 38.55750023233775)]",[]
-121.76488344309101,38.55763983717714,['O11-040-1'],061130107031,061130107031001,"[(-121.76487664834768, 38.55796246721174)]",[]
-121.7519725059528,38.555406538398984,['O12-044-1'],061130107011,061130107011002,"[(-121.75123467111435, 38.55540231736729)]",[]
-121.74589623693976,38.55614521366708,['O13-010-1'],061130107012,061130107012003,"[(-121.74552366431652, 38.555012636686136)]",[]
-121.75062536837798,38.55539963177015,['O12-046-1'],061130107011,061130107011001,"[(-121.75018825512718, 38.55539805203901)]",[]
-121.74690815851841,38.55593812013071,['O13-009-1'],061130107012,061130107012003,"[(-121.74653516323528, 38.55480562788906)]",[]
-121.76288509313376,38.562075597830116,['N11-067-1'],061130105102,061130105102000,"[(-121.76221764426143, 38.56213353051204)]",[]
-121.75490170484285,38.56173590099196,['N12-061-1'],061130105091,061130105091000,"[(-121.7542377098151, 38.56167445105089)]",[]
-121.74603314986908,38.565471172588445,['N13-017-1'],061130105092,061130105092012,"[(-121.74571374991585, 38.565532322895784)]",[]
-121.75325600211698,38.57054782411795,['M12-030-1'],061130105104,061130105104003,"[(-121.75378651255348, 38.57056919789087)]","[(-121.7526726405149, 38.57052431951001)]"
-121.75873248685942,38.567176684679,['N11-024-1'],061130105102,061130105102000,"[(-121.75911664838533, 38.56714606473894)]",[]
-121.75673533395509,38.56790770303128,['N12-003-1'],061130105091,061130105091000,"[(-121.75674455505174, 38.56730970268071)]",[]
-121.76385905696732,38.5603809711965,['O11-010-1'],061130107031,061130107031001,"[(-121.76387612376594, 38.56003418173834)]",[]
-121.76683625619303,38.556997243861005,['O11-038-1'],061130107031,061130107031002,"[(-121.7668489454356, 38.55653425219649)]",[]
-121.76680243909495,38.5598813931604,['O11-007-1'],061130107031,061130107031003,"[(-121.76679836754164, 38.56003039285282)]",[]
-121.79244637505336,38.54939164719376,['P08-051-1'],061130105082,061130105082009,"[(-121.79199004648137, 38.54866037503268)]",[]
-121.79135799432501,38.549397248149326,['P08-053-1'],061130105082,061130105082005,"[(-121.79087932096924, 38.54899899701951)]",[]
-121.7901259271154,38.54907471201713,['P08-042-1'],061130105082,061130105082005,"[(-121.7900181943554, 38.54950895008077)]",[]
-121.79383597716286,38.54742007113814,['P08-065-1'],061130105082,061130105082007,"[(-121.79313625749009, 38.54740664847193)]",[]
-121.79272638898593,38.54808227084982,['P08-061-1'],061130105082,061130105082007,"[(-121.79249946552193, 38.54781414822178)]",[]
-121.79143165952668,38.55046166970942,['P08-015-1'],061130105082,061130105082004,"[(-121.79134519863817, 38.55122456329931)]",[]
-121.79150605214497,38.550142022730455,['P08-038-1'],061130105082,061130105082004,"[(-121.79153990053771, 38.54987432381475)]",[]
-121.78836871508028,38.55090121717717,['P08-027-1'],061130105082,061130105082004,"[(-121.78835442082605, 38.55071834132411)]",[]
-121.78798711576852,38.55091881878725,['P08-028-1'],061130105082,061130105082004,"[(-121.7879782461522, 38.55073350347785)]",[]
-121.75497722748028,38.549489815021055,['P12-076-1'],061130107041,061130107041015,"[(-121.75498532766237, 38.54905080161014)]",[]
-121.72861412801157,38.557104763741165,['O15-048-1'],061130106111,061130106111006,"[(-121.72907914743526, 38.55706626545148)]",[]
-121.73622996731885,38.55773672263633,['O14-041-1'],061130106025,061130106025000,"[(-121.7362275774989, 38.55804975063088)]",[]
-121.7305200941042,38.55891023077045,['O15-019-1'],061130106111,061130106111007,"[(-121.73048185443554, 38.559274198311016)]",[]
-121.7313513426645,38.55255773833463,['P14-040-1'],061130106023,061130106023000,"[(-121.73136353501373, 38.55172570022618)]",[]
-121.75792124873686,38.55040891887808,['P12-054-1'],061130107041,061130107041017,"[(-121.75804534701614, 38.55035006591682)]",[]
-121.75688026388652,38.550404313377825,['P12-057-1'],061130107041,061130107041016,"[(-121.75700441908229, 38.550319753106976)]",[]
-121.74192681911833,38.553088103062535,['P13-023-1'],061130107012,061130107012001,"[(-121.74089843974865, 38.55328252479126)]",[]
-121.76006085090964,38.56782878643324,['N11-010-1'],061130105102,061130105102004,"[(-121.76079875331064, 38.56783720035576)]",[]
-121.75990355000452,38.5678261770486,['N11-011-1'],061130105102,061130105102004,"[(-121.75910969080337, 38.5678171178889)]",[]
-121.76268091325245,38.566922029715855,['N11-018-1'],061130105102,061130105102000,"[(-121.76247707545936, 38.566961185604896)]",[]
-121.7388717933911,38.551673542951775,['P14-014-1'],061130106021,061130106021001,"[(-121.73875999312841, 38.55203934342138)]",[]
-121.7313972364298,38.549748833139844,['P14-073-1'],061130106023,061130106023004,"[(-121.73137790210218, 38.55090200785358)]",[]
-121.73207651990364,38.5553804841899,['O14-110-1'],061130106111,061130106111011,"[(-121.73260182326108, 38.55538746272998)]",[]
-121.74712452568224,38.54600517006937,['Q13-001-1'],061130107014,061130107014008,"[(-121.74682249536517, 38.54494116685901)]",[]
-121.7850249911244,38.54894542407634,['P09-026-1'],061130105132,061130105132002,"[(-121.78475048795539, 38.54894838326811)]",[]
-121.781434146107,38.548225907810235,['P09-064-1'],061130105131,061130105131001,"[(-121.78094096670115, 38.54821746798801)]","[(-121.7819546683938, 38.54823054180403)]"
-121.75327083602944,38.565017931443485,['N12-030-1'],061130105091,061130105091002,"[(-121.75309834653855, 38.56508670691947)]",[]
-121.73336052593605,38.55377572741346,['O14-120-1'],061130106111,061130106111010,"[(-121.73342434261298, 38.554184670069105)]",[]
-121.77086190898711,38.553669164963466,['P10-009-1'],061130105122,061130105122000,"[(-121.77086481177014, 38.553448509811)]",[]
-121.78498079301409,38.54968086935239,['P09-022-1'],061130105132,061130105132002,"[(-121.78475361178104, 38.54968411692308)]",[]
-121.7628826006155,38.55079146142773,['P11-057-1'],061130107034,061130107034002,"[(-121.7621343971236, 38.550872507717365)]",[]
-121.7564939682486,38.54874640189429,['P12-084-1'],061130107041,061130107041014,"[(-121.75605498041008, 38.54880441134789)]",[]
-121.74546216523537,38.544075178370456,['Q13-011-1'],061130107014,061130107014011,"[(-121.74583564796143, 38.54511654288781)]",[]
-121.74950778482916,38.54670329680623,['P13-083-1'],061130107011,061130107011005,"[(-121.749507395923, 38.54690923895627)]",[]
-121.7485099798204,38.54654407499569,['P13-084-1'],061130107011,061130107011012,"[(-121.74833842047788, 38.54671689596834)]",[]
-121.75070177205261,38.54780805046644,['P12-100-1'],061130107011,061130107011016,"[(-121.75069771456555, 38.54855218236679)]",[]
-121.74558548363953,38.54124773515255,['Q13-030-1'],061130107014,061130107014040,"[(-121.74572392142002, 38.54173549011615)]",[]
-121.73847319338752,38.54372760397782,['Q14-021-1'],061130107014,061130107014025,"[(-121.73888896648842, 38.5436527544939)]",[]
-121.73755419366054,38.54931254046389,['P14-081-1'],061130106022,061130106022004,"[(-121.73759864553276, 38.54947355281864)]",[]
-121.73780475285454,38.54516593542694,['Q14-008-1'],061130106022,061130106022016,"[(-121.7369898917665, 38.545311405549135)]",[]
-121.74448858754788,38.54195175360652,['Q13-028-1'],061130107014,061130107014038,"[(-121.74572392142002, 38.54173549011615)]",[]
-121.74547462798434,38.54244036828239,['Q13-041-1'],061130107014,061130107014038,"[(-121.74502138280783, 38.54251971703937)]",[]
-121.73823784369972,38.540421877741316,['Q14-039-1'],061130106024,061130106024001,"[(-121.73858853772369, 38.54072812257715)]",[]
-121.74710597732012,38.551434594399424,['P13-026-1'],061130107011,061130107011008,"[(-121.74715872697841, 38.551747644161765)]",[]
-121.74370946214479,38.55260208079302,['P13-022-1'],061130107012,061130107012006,"[(-121.74373316100666, 38.552746418323665)]",[]
-121.7465845257984,38.55391740911552,['O13-021-1'],061130107012,061130107012004,"[(-121.74568714826009, 38.55409892352652)]",[]
-121.75396588320434,38.54790655456772,['P12-097-1'],061130107041,061130107041014,"[(-121.75396642360565, 38.54803835646651)]",[]
-121.7501186378258,38.55272618845324,['P12-022-1'],061130107011,061130107011004,"[(-121.75011244542429, 38.55302414299106)]",[]
-121.74710905817398,38.55270991961378,['P13-018-1'],061130107011,061130107011007,"[(-121.74754911688598, 38.552663021980116)]",[]
-121.74846189849885,38.55312415252842,['P13-007-1'],061130107011,061130107011004,"[(-121.748251162466, 38.553380112546016)]",[]
-121.75244448521886,38.54676794497652,['P12-120-1'],061130107011,061130107011013,"[(-121.75215546828572, 38.54692731382073)]",[]
-121.75126736873217,38.546922985062565,['P12-111-1'],061130107011,061130107011013,"[(-121.75215546828572, 38.54692731382073)]",[]
-121.75053123269821,38.546912499595884,['P12-112-1'],061130107011,061130107011005,"[(-121.749507395923, 38.54690923895627)]",[]
-121.74449383678454,38.55261796346539,['P13-020-1'],061130107012,061130107012007,"[(-121.74660868390046, 38.55224325527723)]",[]
-121.7510832859117,38.549733745234455,['P12-068-1'],061130107011,061130107011016,"[(-121.7506986548217, 38.54973291728018)]",[]
-121.74733434620806,38.550250139769176,['P13-049-1'],061130107011,061130107011009,"[(-121.74720847250316, 38.55024902875069)]",[]
-121.73489579288905,38.548135446141,['P14-120-1'],061130106022,061130106022007,"[(-121.73495237619716, 38.54837609530517)]",[]
-121.73446929786925,38.54719692613934,['P14-113-1'],061130106022,061130106022007,"[(-121.73520647676544, 38.54706794991136)]",[]
-121.73426210314709,38.5470522189732,['P14-114-1'],061130106022,061130106022008,"[(-121.73515626895387, 38.546895776432585)]",[]
-121.73681333318169,38.55135251158918,['P14-044-1'],061130106022,061130106022001,"[(-121.7369470345738, 38.551652409186)]",[]
-121.74337618113677,38.54705928363944,['P13-088-1'],061130107013,061130107013017,"[(-121.74362680930344, 38.54820408608449)]",[]
-121.73457688212748,38.551234769476665,['P14-050-1'],061130106023,061130106023002,"[(-121.73459723511492, 38.55096910702071)]",[]
-121.73521195832245,38.54915239338452,['P14-121-1'],061130106022,061130106022000,"[(-121.73517447307984, 38.5490184404879)]",[]
-121.73187188798113,38.54973797267745,['P14-072-1'],061130106023,061130106023004,"[(-121.73228065774481, 38.54975109303395)]",[]
-121.73652750902664,38.5497664181205,['P14-067-1'],061130106022,061130106022002,"[(-121.73662789351896, 38.55011457233504)]",[]
-121.73519871863404,38.55100029444428,['P14-053-1'],061130106022,061130106022000,"[(-121.73459723511492, 38.55096910702071)]",[]
-121.73524554814955,38.551736561583695,['P14-041-1'],061130106022,061130106022000,"[(-121.7345886917543, 38.551711627555605)]",[]
-121.73459303147185,38.5513547518825,['P14-045-1'],061130106022,061130106022000,"[(-121.7345886917543, 38.551711627555605)]",[]
-121.75204424405857,38.552599718382844,['P12-020-1'],061130107011,061130107011014,"[(-121.75205016124124, 38.551924243625926)]",[]
-121.75076611326638,38.5525852588404,['P12-021-1'],061130107011,061130107011015,"[(-121.75077441410042, 38.551901562520754)]",[]
-121.7380864968607,38.546475021754816,['P14-107-1'],061130106022,061130106022013,"[(-121.73735861940528, 38.5465988298018)]",[]
-121.74672539763057,38.554769140749244,['O13-012-1'],061130107012,061130107012003,"[(-121.74653516323528, 38.55480562788906)]",[]
-121.7446264691404,38.553359163651706,['P13-012-1'],061130107012,061130107012008,"[(-121.74674198514671, 38.552986717086846)]",[]
-121.7421113762809,38.55094982083019,['P13-048-1'],061130107013,061130107013002,"[(-121.74218003867618, 38.55137021979251)]",[]
-121.74223593085563,38.55171242527787,['P13-038-1'],061130107012,061130107012010,"[(-121.74218003867618, 38.55137021979251)]",[]
-121.74021941782587,38.55111607305343,['P14-016-1'],061130107014,061130107014000,"[(-121.7403975685844, 38.55168114255493)]",[]
-121.74282827266784,38.553679458263694,['P13-003-1'],061130107012,061130107012005,"[(-121.74386063677578, 38.55349292268786)]",[]
-121.74214872007977,38.553799315295585,['O13-034-1'],061130107012,061130107012002,"[(-121.7411382972908, 38.55397563148175)]",[]
-121.74433009243953,38.55017809286209,['P13-052-1'],061130107013,061130107013003,"[(-121.74447588661101, 38.550962930077375)]",[]
-121.76987497486881,38.55829305932918,['O10-058-1'],061130105121,061130105121008,"[(-121.7698717139382, 38.55787500534412)]",[]
-121.76868527550674,38.557723928874246,['O10-060-1'],061130105121,061130105121001,"[(-121.76866107397923, 38.557151719081205)]",[]
-121.77125333429454,38.55879522507299,['O10-034-1'],061130105121,061130105121000,"[(-121.7710670341342, 38.55858488976155)]",[]
-121.76920206541374,38.55787713998903,['O10-059-1'],061130105121,061130105121008,"[(-121.7698717139382, 38.55787500534412)]",[]
-121.74711634814355,38.557067822394735,['O13-037-1'],061130107011,061130107011000,"[(-121.74718751222231, 38.557685874092016)]",[]
-121.69995237772397,38.55358500312288,['O18-072-1'],061130106052,061130106052000,"[(-121.699482656887, 38.55413112953545)]",[]
-121.699482656887,38.55413112953545,['O18-071-1'],061130106052,061130106052000,"[(-121.70078988249139, 38.55396701464551)]","[(-121.69995237772397, 38.55358500312288)]"
-121.6840937967661,38.54779373749814,['P20-016-1'],061130104012,061130104012001,"[(-121.68523693572962, 38.5477211311958)]",[]
-121.68534174275867,38.539779333423034,['Q20-023-1'],061130104014,061130104014010,"[(-121.6853971117833, 38.539779374143755)]","[(-121.68529223601756, 38.54027110021832)]"
-121.76871825075116,38.56255233717773,['N10-011-1'],061130105051,061130105051018,"[(-121.76884720179795, 38.562323891131136)]","[(-121.76855900747948, 38.56332349173428)]"
